tarih1,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil
07-24,manisa-salihli,11.333333333333334,0.6666666666666666,27.400000000000002,0.0,0.0,36.333333333333336,204.33333333333334,1.4666666666666668,1.0,25.433333333333334,0.0
07-24,manisa-sarigol,7.0,0.6666666666666666,27.733333333333334,0.0,0.0,32.5,215.66666666666666,1.9000000000000001,1.0,25.3,0.0
07-24,manisa-saruhanli,7.666666666666667,0.6666666666666666,27.266666666666666,0.0,0.0,42.86666666666667,29.866666666666664,3.6333333333333333,1.0,25.5,0.0
07-24,manisa-sehzadeler,11.0,0.6666666666666666,26.5,0.0,0.0,43.666666666666664,53.93333333333334,2.066666666666667,1.0,24.933333333333334,0.0
07-24,manisa-selendi,3.6666666666666665,0.0,23.96666666666667,0.03333333333333333,0.0,44.76666666666667,44.5,2.6333333333333333,1.0,22.066666666666666,0.0
07-24,manisa-soma,3.3333333333333335,0.6666666666666666,24.03333333333333,0.0,0.0,59.633333333333326,16.866666666666667,3.0,1.0,23.566666666666666,0.0
07-24,manisa-turgutlu,7.333333333333333,1.3333333333333333,26.0,0.0,0.0,42.43333333333333,297.6333333333333,1.7666666666666666,1.0,24.366666666666664,0.0
07-24,manisa-yunusemre,11.666666666666666,1.0,26.599999999999998,0.0,0.0,43.833333333333336,58.23333333333333,2.1333333333333333,1.0,25.03333333333333,0.0
07-25,izmir-aliaga,4.666666666666667,0.3333333333333333,24.8,0.7999999999999999,0.0,57.06666666666666,31.366666666666664,5.366666666666667,1.0,23.833333333333332,0.0
07-25,izmir-balcova,2.0,0.0,27.7,0.0,0.0,48.75,344.1,2.35,1.0,26.8,0.0
07-25,izmir-bayindir,8.0,0.0,25.933333333333334,10.966666666666667,0.0,49.93333333333334,15.333333333333334,4.366666666666666,1.0,24.600000000000005,0.0
07-25,izmir-bayrakli,5.5,2.0,28.25,0.0,0.0,38.35,9.8,2.2,1.0,26.4,0.0
07-25,izmir-bergama,9.333333333333334,0.3333333333333333,24.366666666666664,3.233333333333333,0.0,53.633333333333326,55.76666666666667,3.5,1.0,23.2,0.0
07-25,izmir-beydag,1.0,0.0,26.95,23.75,0.0,39.2,147.85,1.05,1.0,25.35,0.0
07-25,izmir-bornova,13.5,1.0,27.35,0.0,0.0,39.0,20.5,2.3,1.0,25.450000000000003,0.0
07-25,izmir-buca,10.666666666666666,0.3333333333333333,26.766666666666666,6.666666666666667,0.0,44.53333333333333,234.23333333333335,3.0666666666666664,1.0,25.2,0.0
07-25,izmir-cesme,12.333333333333334,0.6666666666666666,25.166666666666668,0.0,0.0,60.666666666666664,115.10000000000001,7.633333333333333,1.0,24.400000000000002,0.0
07-25,izmir-cigli,3.6666666666666665,0.0,25.900000000000002,0.6,0.0,50.166666666666664,125.10000000000001,3.4,1.0,24.7,0.0
07-25,izmir-dikili,6.333333333333333,0.3333333333333333,25.266666666666666,0.3333333333333333,0.0,52.96666666666667,56.03333333333333,2.3666666666666667,1.0,24.433333333333334,0.0
07-25,izmir-foca,4.333333333333333,0.0,24.733333333333334,0.0,0.0,60.26666666666667,21.133333333333336,5.8999999999999995,1.0,24.03333333333333,0.0
07-25,izmir-gaziemir,2.3333333333333335,0.0,26.433333333333334,4.533333333333333,0.0,44.86666666666667,230.06666666666663,3.6333333333333333,1.0,24.766666666666666,0.0
07-25,izmir-guzelbahce,0.5,0.5,26.6,0.0,0.0,50.25,8.5,4.35,1.0,25.45,0.0
07-25,izmir-karabaglar,6.666666666666667,0.3333333333333333,26.599999999999998,4.2,0.0,48.800000000000004,228.5,2.866666666666667,1.0,25.46666666666667,0.0
07-25,izmir-karaburun,2.3333333333333335,0.0,24.733333333333334,0.26666666666666666,0.0,66.66666666666667,27.0,4.633333333333334,1.0,24.833333333333332,0.0
07-25,izmir-karsiyaka,7.0,1.0,27.366666666666664,3.6666666666666665,0.0,46.300000000000004,122.5,2.9,1.0,26.099999999999998,0.0
07-25,izmir-kemalpasa,8.0,0.3333333333333333,24.566666666666666,13.4,0.0,53.06666666666666,43.96666666666667,2.766666666666667,1.0,23.53333333333333,0.0
07-25,izmir-kinik,2.5,1.0,25.15,0.0,0.0,50.5,61.3,2.35,1.0,24.1,0.0
07-25,izmir-kiraz,7.666666666666667,1.6666666666666667,25.96666666666667,13.933333333333332,0.0,45.6,135.8,0.7000000000000001,1.0,25.3,0.0
07-25,izmir-konak,7.0,0.0,27.5,4.133333333333334,0.0,47.833333333333336,233.0,2.866666666666667,1.0,26.400000000000002,0.0
07-25,izmir-menderes,5.0,1.3333333333333333,26.46666666666667,5.3999999999999995,0.0,42.866666666666674,236.13333333333335,4.333333333333333,1.0,24.566666666666666,0.0
07-25,izmir-menemen,7.666666666666667,1.3333333333333333,25.766666666666666,1.9000000000000001,0.0,49.1,28.03333333333333,2.966666666666667,1.0,24.5,0.0
07-25,izmir-narlidere,1.0,0.0,27.2,0.0,0.0,52.25,173.6,2.5,1.0,26.6,0.0
07-25,izmir-odemis,18.333333333333332,3.0,27.03333333333333,11.666666666666666,0.0,43.06666666666666,223.13333333333333,1.0,1.0,25.8,0.0
07-25,izmir-seferihisar,4.666666666666667,0.6666666666666666,26.133333333333336,0.09999999999999999,0.0,49.96666666666667,120.56666666666666,6.6000000000000005,1.0,24.633333333333336,0.0
07-25,izmir-selcuk,3.0,0.0,27.53333333333333,11.433333333333332,0.0,41.5,14.033333333333333,3.7999999999999994,1.0,25.666666666666668,0.0
07-25,izmir-tire,9.0,1.0,25.96666666666667,11.266666666666666,0.0,47.46666666666667,53.96666666666667,2.0,1.0,24.766666666666666,0.0
07-25,izmir-torbali,9.666666666666666,1.0,27.03333333333333,12.700000000000001,0.0,43.13333333333333,127.8,4.0,1.0,25.233333333333334,0.0
07-25,izmir-urla,4.333333333333333,0.3333333333333333,25.400000000000002,0.0,0.0,54.833333333333336,4.533333333333334,6.566666666666666,1.0,24.166666666666668,0.0
07-25,manisa-ahmetli,2.6666666666666665,1.6666666666666667,24.266666666666666,14.9,0.0,42.5,31.599999999999998,2.566666666666667,2.433333333333333,22.233333333333334,0.0
07-25,manisa-akhisar,16.0,0.6666666666666666,24.53333333333333,9.866666666666667,0.0,54.96666666666667,4.0,4.333333333333333,1.0,23.433333333333334,0.0
07-25,manisa-alasehir,12.0,0.3333333333333333,26.333333333333332,15.166666666666666,0.0,42.666666666666664,302.09999999999997,2.4,1.0,24.666666666666668,0.0
07-25,manisa-demirci,2.6666666666666665,0.3333333333333333,18.766666666666666,14.633333333333333,0.0,66.66666666666667,9.933333333333332,2.2666666666666666,14.733333333333334,18.400000000000002,0.0
07-25,manisa-golmarmara,1.0,0.0,24.7,9.799999999999999,0.0,56.699999999999996,318.6666666666667,2.066666666666667,1.0,24.266666666666666,0.0
07-25,manisa-gordes,10.0,0.3333333333333333,21.333333333333332,13.033333333333333,0.0,58.6,8.033333333333333,3.8666666666666667,13.233333333333334,20.099999999999998,0.0
07-25,manisa-kirkagac,6.0,0.5,23.65,0.0,0.0,57.599999999999994,337.4,2.0,1.0,23.1,0.0
07-25,manisa-koprubasi,2.5,0.0,25.05,25.2,0.0,57.5,24.15,2.3,2.2,24.700000000000003,0.0
07-25,manisa-kula,4.0,0.0,23.5,17.066666666666666,0.0,43.166666666666664,20.900000000000002,2.6666666666666665,2.766666666666667,21.366666666666664,0.0
07-25,manisa-salihli,17.0,0.6666666666666666,26.566666666666666,22.3,0.0,47.03333333333333,243.20000000000002,2.533333333333333,1.0,25.366666666666664,0.0
07-25,manisa-sarigol,9.666666666666666,0.0,27.333333333333332,13.833333333333334,0.0,39.1,308.56666666666666,2.0,1.0,25.433333333333334,0.0
07-25,manisa-saruhanli,6.333333333333333,1.0,26.099999999999998,10.9,0.0,48.26666666666667,30.833333333333332,3.0,1.0,24.833333333333332,0.0
07-25,manisa-sehzadeler,6.666666666666667,1.0,25.599999999999998,12.366666666666667,0.0,48.9,60.9,1.7333333333333334,1.0,24.53333333333333,0.0
07-25,manisa-selendi,4.333333333333333,0.0,24.733333333333334,15.9,0.0,43.26666666666667,38.0,3.3666666666666667,6.633333333333333,22.7,0.0
07-25,manisa-soma,2.6666666666666665,1.0,23.46666666666667,4.933333333333334,0.0,61.06666666666666,126.89999999999999,2.966666666666667,1.0,23.0,0.0
07-25,manisa-turgutlu,12.0,1.3333333333333333,24.766666666666666,10.866666666666667,0.0,52.4,270.26666666666665,1.1333333333333335,1.0,24.2,0.0
07-25,manisa-yunusemre,12.333333333333334,0.6666666666666666,25.7,12.200000000000001,0.0,49.03333333333333,64.96666666666667,1.8,1.0,24.666666666666668,0.0
07-26,izmir-aliaga,7.666666666666667,1.0,24.7,0.0,0.0,64.10000000000001,49.4,4.166666666666667,1.0,24.733333333333334,0.0
07-26,izmir-balcova,6.0,0.0,27.4,0.0,0.0,65.1,254.0,1.1,1.0,28.4,0.0
07-26,izmir-bayindir,6.333333333333333,0.0,27.066666666666666,0.0,0.0,43.800000000000004,13.533333333333333,4.166666666666667,1.0,25.366666666666664,0.0
07-26,izmir-bayrakli,16.5,1.0,28.55,0.0,0.0,46.3,41.45,2.7,1.0,27.6,0.0
07-26,izmir-bergama,7.0,0.6666666666666666,24.900000000000002,0.0,0.0,51.46666666666667,40.199999999999996,3.733333333333333,1.0,23.666666666666668,0.0
07-26,izmir-beydag,2.0,0.0,27.96666666666667,0.0,0.0,38.9,53.0,0.7000000000000001,1.0,26.53333333333333,0.0
07-26,izmir-bornova,18.666666666666668,1.3333333333333333,27.166666666666668,0.0,0.0,47.5,44.76666666666667,3.5,1.0,25.96666666666667,0.0
07-26,izmir-buca,15.666666666666666,0.6666666666666666,27.099999999999998,0.0,0.0,50.6,126.16666666666667,2.6,1.0,26.366666666666664,0.0
07-26,izmir-cesme,12.0,0.6666666666666666,25.266666666666666,0.0,0.0,60.900000000000006,230.5666666666667,5.733333333333333,1.0,24.733333333333334,0.0
07-26,izmir-cigli,6.0,0.5,26.35,0.0,0.0,55.650000000000006,283.1,1.55,1.0,26.25,0.0
07-26,izmir-dikili,5.666666666666667,0.3333333333333333,25.900000000000002,0.0,0.0,53.833333333333336,71.26666666666667,2.1333333333333333,1.0,25.3,0.0
07-26,izmir-foca,5.0,0.0,24.8,0.0,0.0,65.23333333333333,14.299999999999999,4.933333333333333,1.0,24.766666666666666,0.0
07-26,izmir-gaziemir,4.5,0.0,27.299999999999997,0.0,0.0,49.4,334.05,2.4,1.0,26.450000000000003,0.0
07-26,izmir-guzelbahce,3.0,0.5,26.1,0.0,0.0,63.849999999999994,186.35,3.0500000000000003,1.0,26.4,0.0
07-26,izmir-karabaglar,12.666666666666666,1.0,27.066666666666666,0.0,0.0,53.86666666666667,101.46666666666668,2.2333333333333334,1.0,26.7,0.0
07-26,izmir-karaburun,3.0,0.0,25.96666666666667,0.0,0.0,58.699999999999996,25.599999999999998,3.033333333333333,1.0,25.7,0.0
07-26,izmir-karsiyaka,11.0,1.3333333333333333,27.933333333333334,0.0,0.0,50.300000000000004,105.23333333333333,2.3333333333333335,1.0,27.400000000000002,0.0
07-26,izmir-kemalpasa,5.666666666666667,2.0,26.233333333333334,0.0,0.0,46.199999999999996,45.0,2.733333333333333,1.0,24.766666666666666,0.0
07-26,izmir-kinik,3.0,0.3333333333333333,24.8,0.03333333333333333,0.0,53.6,58.199999999999996,3.1333333333333333,1.0,23.833333333333332,0.0
07-26,izmir-kiraz,7.0,0.3333333333333333,26.099999999999998,0.0,0.0,42.4,60.6,1.0333333333333334,1.0,24.7,0.0
07-26,izmir-konak,12.0,1.0,27.933333333333337,0.0,0.0,53.23333333333333,103.76666666666665,2.2666666666666666,1.0,27.599999999999998,0.0
07-26,izmir-menderes,11.0,0.3333333333333333,26.666666666666668,0.0,0.0,50.166666666666664,347.5333333333333,2.9333333333333336,1.0,25.666666666666668,0.0
07-26,izmir-menemen,11.333333333333334,0.3333333333333333,26.400000000000002,0.0,0.0,51.166666666666664,47.333333333333336,2.6666666666666665,1.0,25.53333333333333,0.0
07-26,izmir-narlidere,2.0,0.0,27.5,0.0,0.0,62.7,236.2,1.1,1.0,28.3,0.0
07-26,izmir-odemis,23.666666666666668,3.6666666666666665,27.666666666666668,0.0,0.0,39.333333333333336,129.23333333333332,1.3666666666666665,1.0,25.96666666666667,0.0
07-26,izmir-seferihisar,3.0,0.0,26.599999999999998,0.0,0.0,52.36666666666667,4.0,5.233333333333333,1.0,25.53333333333333,0.0
07-26,izmir-selcuk,2.0,0.3333333333333333,28.400000000000002,0.0,0.0,43.53333333333333,130.46666666666667,2.8666666666666667,1.0,27.066666666666666,0.0
07-26,izmir-tire,4.666666666666667,1.0,27.5,0.0,0.0,41.1,66.36666666666666,1.8333333333333333,1.0,25.900000000000002,0.0
07-26,izmir-torbali,12.333333333333334,0.3333333333333333,27.2,0.0,0.0,44.53333333333333,117.59999999999998,2.5,1.0,25.8,0.0
07-26,izmir-urla,4.333333333333333,2.0,25.666666666666668,0.0,0.0,58.36666666666667,244.20000000000002,5.1000000000000005,1.0,25.03333333333333,0.0
07-26,manisa-ahmetli,1.6666666666666667,0.0,25.733333333333334,0.0,0.0,37.53333333333333,68.4,1.4000000000000001,1.0,23.833333333333332,0.0
07-26,manisa-akhisar,14.333333333333334,1.0,24.733333333333334,0.16666666666666666,0.0,54.76666666666667,18.53333333333333,3.266666666666667,1.0,23.866666666666664,0.0
07-26,manisa-alasehir,13.0,0.0,27.400000000000002,0.13333333333333333,0.0,39.56666666666666,312.53333333333336,1.4333333333333333,1.0,25.8,0.0
07-26,manisa-demirci,2.3333333333333335,0.0,19.8,0.0,0.0,62.73333333333333,18.5,1.9666666666666668,1.0,19.233333333333334,0.0
07-26,manisa-gordes,6.0,0.3333333333333333,22.233333333333334,0.0,0.0,55.96666666666667,12.433333333333332,3.3666666666666667,1.0,21.0,0.0
07-26,manisa-kirkagac,2.0,0.0,24.45,0.0,0.0,55.2,166.2,2.2,1.0,23.9,0.0
07-26,manisa-koprubasi,1.0,0.5,26.1,0.0,0.0,52.3,18.65,1.45,1.0,25.6,0.0
07-26,manisa-kula,5.0,0.0,24.366666666666664,0.0,0.0,38.733333333333334,33.43333333333333,1.8,1.0,22.133333333333336,0.0
07-26,manisa-salihli,17.0,3.0,28.266666666666666,0.0,0.0,41.53333333333333,247.83333333333334,1.7666666666666666,1.0,26.833333333333332,0.0
07-26,manisa-sarigol,7.0,0.3333333333333333,28.400000000000002,0.0,0.0,34.56666666666666,311.8333333333333,0.8666666666666667,1.0,26.53333333333333,0.0
07-26,manisa-saruhanli,8.333333333333334,0.3333333333333333,27.3,1.5666666666666667,0.0,44.03333333333333,106.86666666666667,2.9000000000000004,1.0,25.8,0.0
07-26,manisa-sehzadeler,8.0,1.0,27.133333333333336,0.7999999999999999,0.0,44.300000000000004,83.13333333333333,1.5666666666666667,1.0,25.900000000000002,0.0
07-26,manisa-selendi,3.0,0.0,25.2,0.0,0.0,40.833333333333336,34.63333333333333,2.433333333333333,1.0,23.133333333333336,0.0
07-26,manisa-soma,3.0,0.3333333333333333,23.899999999999995,0.0,0.0,63.699999999999996,30.666666666666668,2.966666666666667,1.0,23.833333333333332,0.0
07-26,manisa-turgutlu,12.0,2.0,26.3,0.0,0.0,44.300000000000004,265.56666666666666,1.3333333333333333,1.0,25.03333333333333,0.0
07-26,manisa-yunusemre,8.666666666666666,0.0,27.166666666666668,0.7000000000000001,0.0,44.666666666666664,86.56666666666666,1.5999999999999999,1.0,25.96666666666667,0.0
07-27,izmir-aliaga,9.333333333333334,1.0,26.400000000000002,1.8666666666666665,0.0,54.46666666666667,85.63333333333333,4.466666666666667,1.0,25.599999999999998,0.0
07-27,izmir-balcova,6.0,0.0,30.2,0.9,0.0,40.9,157.4,3.2,1.0,28.8,0.0
07-27,izmir-bayindir,8.333333333333334,0.3333333333333333,28.866666666666664,0.3,0.0,42.300000000000004,31.666666666666668,3.3333333333333335,1.0,27.333333333333332,0.0
07-27,izmir-bayrakli,5.333333333333333,3.3333333333333335,29.266666666666666,0.0,0.0,40.56666666666667,62.86666666666667,3.3666666666666667,1.0,27.666666666666668,0.0
07-27,izmir-bergama,6.333333333333333,0.6666666666666666,25.96666666666667,1.0999999999999999,0.0,49.03333333333333,123.13333333333333,3.4333333333333336,1.0,24.7,0.0
07-27,izmir-beydag,2.3333333333333335,0.0,28.8,0.0,0.0,38.13333333333333,273.1333333333333,0.6666666666666666,1.0,27.333333333333332,0.0
07-27,izmir-bornova,10.333333333333334,1.0,28.633333333333336,0.26666666666666666,0.0,40.733333333333334,68.13333333333334,3.4,1.0,26.96666666666667,0.0
07-27,izmir-buca,12.333333333333334,1.6666666666666667,28.3,0.13333333333333333,0.0,41.199999999999996,168.26666666666668,3.0333333333333337,1.0,26.7,0.0
07-27,izmir-cesme,8.666666666666666,0.6666666666666666,25.03333333333333,11.866666666666667,0.0,63.666666666666664,175.0,6.0,1.0,24.733333333333334,0.0
07-27,izmir-cigli,3.6666666666666665,0.6666666666666666,27.03333333333333,0.19999999999999998,0.0,49.73333333333333,286.03333333333336,2.9333333333333336,1.0,26.066666666666666,0.0
07-27,izmir-dikili,9.333333333333334,0.0,26.866666666666664,7.433333333333334,0.0,50.36666666666667,77.56666666666666,2.3333333333333335,1.0,26.0,0.0
07-27,izmir-foca,4.666666666666667,0.0,25.866666666666664,1.2,0.0,59.800000000000004,71.06666666666668,5.6000000000000005,1.0,25.333333333333332,0.0
07-27,izmir-gaziemir,2.6666666666666665,0.0,27.7,1.1333333333333333,0.0,41.833333333333336,282.3666666666666,2.8000000000000003,1.0,26.03333333333333,0.0
07-27,izmir-guzelbahce,3.0,0.0,27.9,0.4,0.0,50.4,261.2,3.5,1.0,27.1,0.0
07-27,izmir-karabaglar,8.0,0.3333333333333333,28.133333333333336,0.03333333333333333,0.0,45.199999999999996,163.29999999999998,2.8000000000000003,1.0,26.900000000000002,0.0
07-27,izmir-karaburun,3.3333333333333335,0.6666666666666666,26.366666666666664,12.466666666666667,0.0,60.93333333333334,84.13333333333334,4.5,1.0,26.233333333333334,0.0
07-27,izmir-karsiyaka,9.666666666666666,0.6666666666666666,28.933333333333334,0.0,0.0,43.26666666666667,53.43333333333334,2.9333333333333336,1.0,27.633333333333336,0.0
07-27,izmir-kemalpasa,3.3333333333333335,1.0,27.433333333333334,2.5,0.0,45.800000000000004,93.2,2.4,1.0,26.133333333333336,0.0
07-27,izmir-kinik,3.3333333333333335,0.6666666666666666,26.366666666666664,0.2333333333333333,0.0,48.166666666666664,87.7,2.533333333333333,1.0,25.133333333333336,0.0
07-27,izmir-kiraz,6.333333333333333,1.0,28.066666666666666,0.06666666666666667,0.0,38.93333333333334,57.4,0.9333333333333332,1.0,26.53333333333333,0.0
07-27,izmir-konak,11.333333333333334,0.3333333333333333,28.933333333333334,0.0,0.0,45.166666666666664,167.13333333333333,2.8333333333333335,1.0,27.8,0.0
07-27,izmir-menderes,12.333333333333334,1.6666666666666667,27.433333333333334,2.9,0.0,42.63333333333333,291.76666666666665,2.8333333333333335,1.0,25.766666666666666,0.0
07-27,izmir-menemen,9.0,0.3333333333333333,27.7,0.5,0.0,46.300000000000004,70.13333333333334,2.6333333333333333,1.0,26.53333333333333,0.0
07-27,izmir-narlidere,1.0,1.0,30.4,0.9,0.0,41.4,167.0,3.8,1.0,29.1,0.0
07-27,izmir-odemis,17.666666666666668,2.6666666666666665,29.666666666666668,0.0,0.0,35.699999999999996,259.96666666666664,1.2333333333333334,1.0,27.96666666666667,0.0
07-27,izmir-seferihisar,4.0,1.0,26.53333333333333,0.43333333333333335,0.0,52.73333333333333,170.76666666666665,4.866666666666666,1.0,25.566666666666666,0.0
07-27,izmir-selcuk,4.333333333333333,0.0,28.5,1.5333333333333332,0.0,42.199999999999996,55.86666666666667,2.1666666666666665,1.0,27.066666666666666,0.0
07-27,izmir-tire,11.333333333333334,1.3333333333333333,28.400000000000002,0.0,0.0,40.1,76.03333333333333,1.4666666666666666,1.0,26.866666666666664,0.0
07-27,izmir-torbali,13.333333333333334,0.6666666666666666,27.866666666666664,1.3,0.0,41.86666666666667,160.79999999999998,1.7333333333333334,1.0,26.46666666666667,0.0
07-27,izmir-urla,8.333333333333334,0.6666666666666666,26.333333333333332,0.39999999999999997,0.0,55.06666666666666,296.26666666666665,5.1000000000000005,1.0,25.5,0.0
07-27,manisa-ahmetli,1.3333333333333333,0.0,26.166666666666668,0.4666666666666666,0.0,36.266666666666666,209.0666666666667,1.9333333333333333,1.0,23.833333333333332,0.0
07-27,manisa-akhisar,15.0,2.6666666666666665,26.96666666666667,1.4000000000000001,0.0,46.93333333333334,263.6666666666667,2.1333333333333333,1.0,25.766666666666666,0.0
07-27,manisa-alasehir,17.333333333333332,1.3333333333333333,28.7,1.5333333333333332,0.0,39.0,283.53333333333336,1.4000000000000001,1.0,27.066666666666666,0.0
07-27,manisa-demirci,4.5,0.0,24.75,0.1,0.0,44.85,52.650000000000006,1.5499999999999998,1.0,23.15,0.0
07-27,manisa-golmarmara,1.5,0.0,29.950000000000003,7.45,0.0,36.45,171.5,1.45,1.0,28.200000000000003,0.0
07-27,manisa-gordes,6.333333333333333,0.6666666666666666,24.03333333333333,0.9,0.0,49.633333333333326,132.9333333333333,2.6333333333333333,1.0,22.633333333333336,0.0
07-27,manisa-kirkagac,1.6666666666666667,0.6666666666666666,26.03333333333333,2.6,0.0,49.23333333333333,294.1666666666667,2.3666666666666667,1.0,24.866666666666664,0.0
07-27,manisa-koprubasi,2.5,1.0,28.0,0.0,0.0,44.55,154.85000000000002,1.25,1.0,26.9,0.0
07-27,manisa-kula,7.0,0.3333333333333333,25.599999999999998,0.9333333333333332,0.0,36.833333333333336,209.1,2.1999999999999997,1.0,23.233333333333334,0.0
07-27,manisa-salihli,15.0,1.0,29.23333333333333,0.0,0.0,39.266666666666666,215.23333333333335,1.4333333333333336,1.0,27.7,0.0
07-27,manisa-sarigol,7.0,0.0,28.233333333333334,0.39999999999999997,0.0,35.666666666666664,270.3666666666667,1.5666666666666667,1.0,26.233333333333334,0.0
07-27,manisa-saruhanli,9.333333333333334,0.3333333333333333,27.96666666666667,0.13333333333333333,0.0,41.666666666666664,80.53333333333335,2.0,1.0,26.433333333333334,0.0
07-27,manisa-sehzadeler,6.0,0.3333333333333333,27.666666666666668,1.0333333333333334,0.0,44.6,110.63333333333333,1.4666666666666668,1.0,26.53333333333333,0.0
07-27,manisa-selendi,8.666666666666666,0.0,27.766666666666666,0.0,0.0,34.666666666666664,30.400000000000002,2.1,1.0,25.400000000000002,0.0
07-27,manisa-soma,4.333333333333333,0.6666666666666666,25.7,0.9666666666666667,0.0,53.20000000000001,57.43333333333334,2.433333333333333,1.0,24.933333333333334,0.0
07-27,manisa-turgutlu,13.333333333333334,1.0,26.7,1.1333333333333333,0.0,45.63333333333333,237.86666666666667,1.6333333333333335,1.0,25.53333333333333,0.0
07-27,manisa-yunusemre,13.0,0.0,27.8,1.0666666666666667,0.0,44.699999999999996,115.16666666666667,1.4666666666666668,1.0,26.666666666666668,0.0
07-28,izmir-aliaga,5.666666666666667,0.3333333333333333,24.933333333333334,0.0,0.0,57.76666666666667,45.86666666666667,5.433333333333334,1.0,24.066666666666666,0.0
07-28,izmir-balcova,1.5,1.0,27.25,0.0,0.0,55.0,30.7,3.65,1.0,26.7,0.0
07-28,izmir-bayindir,9.666666666666666,0.0,27.166666666666668,0.0,0.0,47.23333333333333,11.066666666666668,3.733333333333334,1.0,25.900000000000002,0.0
07-28,izmir-bayrakli,2.3333333333333335,2.0,27.666666666666668,0.0,0.0,46.03333333333333,38.733333333333334,3.6666666666666665,1.0,26.366666666666664,0.0
07-28,izmir-bergama,6.333333333333333,0.6666666666666666,24.400000000000002,0.0,0.0,54.13333333333333,59.86666666666667,3.9,1.0,23.266666666666666,0.0
07-28,izmir-beydag,2.0,0.0,28.166666666666668,0.0,0.0,41.233333333333334,130.36666666666665,0.9,1.0,26.900000000000002,0.0
07-28,izmir-bornova,7.333333333333333,0.6666666666666666,26.8,0.0,0.0,47.03333333333333,42.800000000000004,3.733333333333333,1.0,25.400000000000002,0.0
07-28,izmir-buca,6.666666666666667,2.3333333333333335,27.133333333333336,0.0,0.0,46.0,19.0,3.1666666666666665,1.0,25.833333333333332,0.0
07-28,izmir-cesme,10.666666666666666,1.0,25.133333333333336,0.0,0.0,61.1,230.63333333333333,6.6000000000000005,1.0,24.5,0.0
07-28,izmir-cigli,7.333333333333333,1.0,26.833333333333332,0.0,0.0,47.800000000000004,141.5,3.1999999999999997,1.0,25.566666666666666,0.0
07-28,izmir-dikili,5.666666666666667,0.0,25.3,0.0,0.0,54.1,61.43333333333334,2.566666666666667,1.0,24.53333333333333,0.0
07-28,izmir-foca,6.0,1.5,24.25,0.0,0.0,60.599999999999994,29.35,5.65,1.0,23.450000000000003,0.0
07-28,izmir-gaziemir,1.5,0.0,26.25,0.0,0.0,52.35,11.75,3.9,1.0,25.3,0.0
07-28,izmir-guzelbahce,2.0,0.0,26.55,0.0,0.0,58.349999999999994,28.0,4.65,1.0,26.1,0.0
07-28,izmir-karabaglar,7.333333333333333,0.3333333333333333,27.2,0.0,0.0,49.63333333333333,17.733333333333334,2.9333333333333336,1.0,26.233333333333334,0.0
07-28,izmir-karaburun,3.3333333333333335,0.3333333333333333,24.53333333333333,0.0,0.0,65.86666666666666,49.633333333333326,4.733333333333333,1.0,24.5,0.0
07-28,izmir-karsiyaka,9.0,1.0,27.96666666666667,0.0,0.0,46.86666666666667,33.0,3.2000000000000006,1.0,26.833333333333332,0.0
07-28,izmir-kemalpasa,8.333333333333334,0.6666666666666666,25.3,0.0,0.0,52.53333333333333,41.43333333333333,2.6666666666666665,1.0,24.333333333333332,0.0
07-28,izmir-kinik,2.6666666666666665,0.3333333333333333,24.366666666666664,0.0,0.0,56.46666666666667,54.333333333333336,3.1,1.0,23.600000000000005,0.0
07-28,izmir-kiraz,11.0,1.0,27.400000000000002,0.0,0.0,40.53333333333333,46.43333333333334,1.2333333333333332,1.0,25.96666666666667,0.0
07-28,izmir-konak,9.666666666666666,1.0,28.0,0.0,0.0,48.833333333333336,23.900000000000002,2.966666666666667,1.0,27.133333333333336,0.0
07-28,izmir-menderes,9.0,1.3333333333333333,26.7,0.0,0.0,45.0,117.46666666666668,3.3666666666666667,1.0,25.133333333333336,0.0
07-28,izmir-menemen,7.333333333333333,0.6666666666666666,26.3,0.0,0.0,47.9,43.666666666666664,2.8666666666666667,1.0,25.03333333333333,0.0
07-28,izmir-narlidere,0.5,1.0,27.1,0.0,0.0,57.3,37.7,3.75,1.0,26.75,0.0
07-28,izmir-odemis,17.0,2.6666666666666665,27.933333333333334,0.0,0.0,42.300000000000004,338.73333333333335,0.8000000000000002,1.0,26.8,0.0
07-28,izmir-seferihisar,4.0,0.0,26.53333333333333,0.0,0.0,52.06666666666666,7.166666666666667,5.2,1.0,25.433333333333337,0.0
07-28,izmir-selcuk,1.5,2.0,28.75,0.0,0.0,41.75,187.70000000000002,2.05,1.0,27.5,0.0
07-28,izmir-tire,6.333333333333333,1.3333333333333333,27.400000000000002,0.0,0.0,46.36666666666667,44.26666666666667,1.4333333333333333,1.0,26.433333333333334,0.0
07-28,izmir-torbali,6.666666666666667,0.6666666666666666,27.266666666666666,0.0,0.0,43.9,115.8,2.9,1.0,25.733333333333334,0.0
07-28,izmir-urla,5.666666666666667,0.0,25.599999999999998,0.0,0.0,58.166666666666664,122.23333333333333,5.133333333333334,1.0,24.933333333333334,0.0
07-28,manisa-ahmetli,1.5,0.5,25.6,0.0,0.0,41.5,161.05,2.25,1.0,23.7,0.0
