tarih,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil,tarih1
2021-09-22,manisa-alasehir,6,0,22.0,1.0,0.0,63.9,313.9,2.6,1.0,21.8,0,09-22
2021-09-23,manisa-alasehir,9,0,19.2,38.6,0.0,49.4,296.7,1.2,1.0,17.8,0,09-23
2021-09-24,manisa-alasehir,4,0,13.9,0.4,0.0,58.2,311.6,1.9,1.0,13.2,0,09-24
2021-09-25,manisa-alasehir,8,0,16.7,0.0,0.0,41.4,294.8,1.1,1.0,15.0,0,09-25
2021-09-26,manisa-alasehir,3,0,19.2,0.0,0.0,50.3,318.1,1.7,1.0,17.7,0,09-26
2021-09-27,manisa-alasehir,3,0,20.9,0.0,0.0,48.3,300.9,1.6,1.0,19.3,0,09-27
2021-09-28,manisa-alasehir,8,0,20.3,0.0,0.0,50.9,313.1,2.1,1.0,18.7,0,09-28
2021-09-29,manisa-alasehir,5,0,19.4,5.8,0.0,61.3,308.7,2.2,1.0,18.6,0,09-29
2021-09-30,manisa-alasehir,3,0,18.8,0.0,0.0,62.3,309.7,1.6,1.0,18.3,0,09-30
2021-10-01,manisa-alasehir,3,0,17.7,0.1,0.0,43.6,2.4,1.6,1.0,15.7,0,10-01
2021-10-02,manisa-alasehir,15,0,16.7,1.5,0.0,60.8,300.6,2.1,1.0,15.9,0,10-02
2021-10-03,manisa-alasehir,2,2,16.7,1.6,0.0,57.1,308.2,2.1,1.0,15.6,0,10-03
2021-10-04,manisa-alasehir,14,1,16.0,0.0,0.0,57.7,303.8,1.9,1.0,15.1,0,10-04
2021-10-05,manisa-alasehir,4,0,16.1,0.0,0.0,61.0,310.9,2.2,1.0,15.3,0,10-05
2021-10-06,manisa-alasehir,9,0,15.9,0.0,0.0,56.4,327.0,1.1,1.0,15.3,0,10-06
2021-10-07,manisa-alasehir,11,0,15.4,0.0,0.0,55.3,306.7,1.8,1.0,14.5,0,10-07
2021-10-08,manisa-alasehir,5,3,16.8,0.0,0.0,37.3,288.5,1.3,1.0,14.8,0,10-08
2021-10-09,manisa-alasehir,9,1,18.8,0.0,0.0,49.1,270.2,0.7,1.0,17.8,0,10-09
2021-10-10,manisa-alasehir,4,0,18.3,0.5,0.0,67.4,287.7,0.9,1.0,18.7,0,10-10
2021-10-11,manisa-alasehir,9,1,18.7,0.0,0.0,61.7,284.2,0.8,1.0,18.7,0,10-11
2021-10-12,manisa-alasehir,15,0,19.1,14.0,0.0,50.9,189.3,0.8,1.0,18.2,0,10-12
2021-10-13,manisa-alasehir,13,2,15.3,84.6,0.0,86.8,148.3,1.7,1.0,16.2,0,10-13
2021-10-14,manisa-alasehir,3,0,17.1,55.1,0.0,62.4,288.5,0.6,1.0,17.3,0,10-14
2021-10-15,manisa-alasehir,13,0,17.2,0.5,0.0,60.7,176.9,1.0,1.0,17.0,0,10-15
2021-10-16,manisa-alasehir,14,0,19.2,82.3,0.0,61.9,182.4,2.4,13.0,18.4,0,10-16
2021-10-17,manisa-alasehir,10,0,14.9,19.2,0.0,93.9,107.3,0.7,1.0,16.4,0,10-17
2021-10-18,manisa-alasehir,6,1,14.5,62.9,0.0,88.2,320.9,1.3,1.0,15.3,0,10-18
2021-10-19,manisa-alasehir,6,1,14.1,7.4,0.0,77.8,303.0,1.8,1.0,14.2,0,10-19
2021-10-20,manisa-alasehir,7,1,13.4,0.2,0.0,79.1,308.4,1.7,1.0,13.5,0,10-20
2021-10-21,manisa-alasehir,3,1,13.7,0.0,0.0,67.0,288.6,1.1,1.0,13.6,0,10-21
2021-10-22,manisa-alasehir,4,2,13.4,0.0,0.0,79.1,282.6,0.7,1.0,14.0,0,10-22
2021-10-23,manisa-alasehir,8,2,13.5,0.0,0.0,76.1,290.1,0.9,1.0,13.8,0,10-23
2021-10-24,manisa-alasehir,6,0,14.9,11.2,0.0,64.8,299.1,1.3,1.0,14.7,0,10-24
2021-10-25,manisa-alasehir,3,0,13.8,65.2,0.0,82.8,300.1,1.9,1.0,14.1,0,10-25
2021-10-26,manisa-alasehir,5,0,13.0,5.5,0.0,57.7,304.7,1.3,1.0,12.6,0,10-26
2021-10-27,manisa-alasehir,13,0,12.5,0.0,0.0,50.6,304.9,1.3,1.0,11.9,0,10-27
2021-10-28,manisa-alasehir,6,0,12.9,0.0,0.0,60.0,303.2,1.6,1.0,12.5,0,10-28
2021-10-29,manisa-alasehir,1,0,12.2,0.0,0.0,77.1,299.8,1.7,1.0,12.2,1,10-29
2021-10-30,manisa-alasehir,3,1,12.2,0.0,0.0,65.5,286.6,1.4,1.0,12.1,0,10-30
2021-10-31,manisa-alasehir,4,1,13.6,4.0,0.0,61.0,294.3,1.0,1.0,13.4,0,10-31
2021-11-01,manisa-alasehir,8,1,15.3,100.0,0.0,80.9,283.1,1.0,61.0,16.1,0,11-01
2021-11-02,manisa-alasehir,10,1,15.4,53.7,0.0,78.6,248.1,0.3,1.0,16.8,0,11-02
2021-11-03,manisa-alasehir,5,2,16.5,82.9,0.0,80.5,107.2,1.4,1.0,17.3,0,11-03
2021-11-04,manisa-alasehir,6,1,14.4,0.0,0.0,94.9,177.4,1.0,1.0,15.7,0,11-04
2021-11-05,manisa-alasehir,3,0,19.7,0.0,0.0,65.2,213.5,0.2,1.0,21.3,0,11-05
2021-11-06,manisa-alasehir,8,3,19.0,0.1,0.0,61.1,271.6,0.6,1.0,19.2,0,11-06
2021-11-07,manisa-alasehir,11,2,17.4,49.3,0.0,63.2,301.6,0.7,1.0,17.5,0,11-07
2021-11-08,manisa-alasehir,8,0,17.9,15.9,0.0,52.3,189.6,0.3,1.0,17.8,0,11-08
2021-11-09,manisa-alasehir,3,0,15.7,0.0,0.0,60.5,226.6,0.5,1.0,15.8,0,11-09
2021-11-10,manisa-alasehir,12,0,14.8,33.4,0.0,75.9,321.3,2.8,1.0,14.6,0,11-10
2021-11-11,manisa-alasehir,4,0,10.1,11.2,0.0,58.7,352.5,0.8,1.0,10.1,0,11-11
2021-11-12,manisa-alasehir,11,0,12.6,0.0,0.0,31.3,84.8,0.5,1.0,11.9,0,11-12
2021-11-13,manisa-alasehir,4,0,12.1,1.4,0.0,40.1,185.6,0.4,1.0,11.7,0,11-13
2021-11-14,manisa-alasehir,4,0,12.7,50.0,0.0,53.3,169.5,0.5,1.0,12.6,0,11-14
2021-11-15,manisa-alasehir,5,0,13.2,9.5,0.0,63.9,184.8,0.3,1.0,13.6,0,11-15
2021-11-16,manisa-alasehir,3,0,10.8,0.0,0.0,73.1,294.8,1.5,1.0,10.8,0,11-16
2021-11-18,manisa-alasehir,3,0,12.2,0.0,0.0,70.4,257.5,0.2,1.0,12.7,0,11-18
2021-11-19,manisa-alasehir,1,0,10.0,10.5,0.0,83.8,313.5,1.5,1.0,10.0,0,11-19
2021-11-20,manisa-alasehir,3,6,10.0,54.4,0.0,71.4,300.8,2.0,1.0,10.0,0,11-20
2021-11-21,manisa-alasehir,5,4,7.2,0.0,0.0,75.5,310.5,1.5,1.0,6.4,0,11-21
2021-11-22,manisa-alasehir,7,1,8.9,0.0,0.0,66.6,168.1,1.0,1.0,8.9,0,11-22
2021-11-23,manisa-alasehir,3,0,9.8,14.4,0.0,92.9,184.5,1.0,1.0,9.8,0,11-23
2021-11-24,manisa-alasehir,8,0,14.0,99.3,0.0,93.7,147.6,1.0,1.0,15.1,0,11-24
2021-11-25,manisa-alasehir,5,1,11.4,86.2,0.0,96.1,304.1,1.2,1.0,11.8,0,11-25
2021-11-26,manisa-alasehir,7,0,9.7,2.8,0.0,90.3,160.0,0.7,1.0,9.7,0,11-26
2021-11-27,manisa-alasehir,21,0,16.6,93.4,0.0,69.8,136.0,2.9,1.0,16.1,0,11-27
2021-11-28,manisa-alasehir,18,0,15.4,74.8,0.0,92.5,115.8,1.6,1.0,16.5,0,11-28
2021-11-29,manisa-alasehir,35,0,15.7,6.4,0.0,62.0,154.7,2.4,1.0,14.9,0,11-29
2021-11-30,manisa-alasehir,32,0,15.9,100.0,0.0,93.7,101.8,0.4,95.0,18.1,0,11-30
2021-12-01,manisa-alasehir,15,1,8.8,35.4,0.0,91.1,81.6,0.2,1.0,8.8,0,12-01
2021-12-02,manisa-alasehir,9,1,5.1,0.0,0.0,84.7,165.3,0.7,1.0,5.1,0,12-02
2021-12-03,manisa-alasehir,7,0,10.6,97.4,0.0,74.7,123.6,1.8,1.0,10.6,0,12-03
2021-12-04,manisa-alasehir,8,0,13.7,91.5,0.0,77.7,137.2,2.1,1.0,13.7,0,12-04
2021-12-05,manisa-alasehir,3,0,11.8,100.0,0.0,92.1,138.7,0.6,95.0,12.3,0,12-05
2021-12-06,manisa-alasehir,7,0,13.0,88.9,0.0,87.2,125.0,1.6,1.0,13.4,0,12-06
2021-12-07,manisa-alasehir,8,1,13.6,67.8,0.0,78.7,116.3,2.5,1.0,13.6,0,12-07
2021-12-08,manisa-alasehir,11,0,8.1,76.8,0.0,89.7,114.8,1.7,40.4,7.2,0,12-08
2021-12-09,manisa-alasehir,8,0,7.8,47.3,0.0,94.4,141.1,1.2,1.0,7.8,0,12-09
2021-12-10,manisa-alasehir,25,0,8.7,0.0,0.0,86.0,152.2,1.8,1.0,7.9,0,12-10
2021-12-11,manisa-alasehir,7,0,12.0,83.3,0.0,88.1,104.8,0.9,1.0,12.5,0,12-11
2021-12-12,manisa-alasehir,12,0,15.1,91.3,0.0,69.0,127.5,2.9,1.0,14.6,0,12-12
2021-12-13,manisa-alasehir,6,0,13.7,99.2,0.0,89.9,130.0,1.0,1.0,14.5,0,12-13
2021-12-14,manisa-alasehir,3,0,9.7,12.9,0.0,90.7,152.6,1.0,1.0,9.7,0,12-14
2021-12-15,manisa-alasehir,2,0,8.4,87.3,0.0,91.9,309.9,1.3,1.0,8.4,0,12-15
2021-12-16,manisa-alasehir,6,1,5.7,93.9,0.0,89.1,299.3,1.9,1.0,4.3,0,12-16
2021-12-17,manisa-alasehir,6,0,4.4,97.8,0.0,81.0,313.0,2.0,1.0,2.7,0,12-17
2021-12-18,manisa-alasehir,8,1,3.0,69.5,0.0,83.1,290.9,1.0,1.0,3.0,0,12-18
2021-12-19,manisa-alasehir,11,0,5.2,100.0,0.0,89.4,318.8,2.2,93.1,3.4,0,12-19
2021-12-20,manisa-alasehir,5,4,3.0,53.8,0.0,93.4,299.4,1.8,1.0,1.3,0,12-20
2021-12-21,manisa-alasehir,4,0,4.9,97.7,0.0,84.9,334.3,1.5,1.0,3.8,0,12-21
2021-12-22,manisa-alasehir,4,0,0.6,0.0,0.0,88.9,300.5,0.9,1.0,0.6,0,12-22
2021-12-23,manisa-alasehir,7,0,0.4,0.7,0.0,61.0,306.9,0.7,1.0,0.4,0,12-23
2021-12-24,manisa-alasehir,7,1,-0.2,0.0,0.0,71.1,228.4,0.6,1.0,-0.2,0,12-24
2021-12-25,manisa-alasehir,8,0,-0.9,0.3,0.0,67.7,171.8,1.1,1.0,-0.9,0,12-25
2021-12-26,manisa-alasehir,6,0,5.9,91.0,0.0,90.3,143.8,1.0,1.0,5.9,0,12-26
2021-12-27,manisa-alasehir,3,0,8.2,43.0,0.0,94.0,154.7,0.9,1.0,8.2,0,12-27
2021-12-28,manisa-alasehir,1,1,8.1,52.4,0.0,91.6,164.4,1.3,1.0,8.1,0,12-28
2021-12-29,manisa-alasehir,3,0,8.4,15.1,0.0,88.9,154.8,1.3,1.0,8.4,0,12-29
2021-12-30,manisa-alasehir,1,0,10.3,81.9,0.0,75.9,122.9,2.3,10.9,10.3,0,12-30
2021-12-31,manisa-alasehir,1,1,10.6,64.7,0.0,75.9,141.6,1.5,1.0,10.6,0,12-31
2022-01-01,manisa-alasehir,4,0,8.2,6.4,0.0,91.5,296.0,1.2,1.0,8.2,1,01-01
2022-01-02,manisa-alasehir,6,3,9.1,83.3,0.0,81.6,293.9,0.9,1.0,9.1,0,01-02
2022-01-03,manisa-alasehir,4,2,6.6,15.2,0.0,97.4,327.7,1.4,1.0,6.0,0,01-03
2022-01-04,manisa-alasehir,26,0,5.3,43.4,0.0,81.4,191.8,0.7,1.0,5.3,0,01-04
2022-01-05,manisa-alasehir,7,0,8.3,51.1,0.0,96.7,164.0,1.3,1.0,8.3,0,01-05
2022-01-06,manisa-alasehir,13,2,11.0,43.1,0.0,96.2,129.7,1.7,1.0,11.1,0,01-06
2022-01-07,manisa-alasehir,3,1,10.4,50.1,0.0,97.3,165.5,1.1,1.0,10.4,0,01-07
2022-01-08,manisa-alasehir,6,0,9.6,64.6,0.0,91.1,147.5,0.8,1.0,9.6,0,01-08
2022-01-09,manisa-alasehir,3,0,8.1,42.2,0.0,89.6,154.5,1.3,1.0,8.1,0,01-09
2022-01-10,manisa-alasehir,5,0,7.9,79.3,0.0,92.0,152.6,1.1,7.2,7.9,0,01-10
2022-01-11,manisa-alasehir,6,1,9.0,82.8,0.0,79.1,121.9,2.0,78.8,8.1,0,01-11
2022-01-12,manisa-alasehir,8,0,9.5,96.8,0.0,87.4,131.4,2.2,34.9,8.4,0,01-12
2022-01-13,manisa-alasehir,6,0,5.7,96.5,0.0,65.0,323.8,2.7,1.0,3.5,0,01-13
2022-01-14,manisa-alasehir,6,0,0.0,0.0,0.0,58.7,308.4,1.5,1.0,-1.8,0,01-14
2022-01-15,manisa-alasehir,0,1,2.8,0.0,0.0,49.3,227.4,0.5,1.0,2.8,0,01-15
2022-01-16,manisa-alasehir,5,0,0.1,0.3,0.0,86.4,323.9,1.3,1.0,0.1,0,01-16
2022-01-17,manisa-alasehir,6,0,1.7,0.0,0.0,62.7,236.3,0.6,1.0,1.7,0,01-17
2022-01-18,manisa-alasehir,12,0,2.0,99.6,0.0,71.3,169.1,1.1,1.0,2.0,0,01-18
2022-01-19,manisa-alasehir,5,0,-1.8,0.0,0.0,84.4,307.4,1.7,1.0,-4.2,0,01-19
2022-01-20,manisa-alasehir,5,1,-2.4,0.0,0.0,77.0,293.7,1.0,1.0,-2.4,0,01-20
2022-01-21,manisa-alasehir,4,0,0.8,69.3,0.0,59.2,148.9,1.3,1.0,0.8,0,01-21
2022-01-22,manisa-alasehir,6,0,7.5,99.8,0.0,94.2,121.3,1.9,1.0,6.3,0,01-22
2022-01-23,manisa-alasehir,5,0,-1.1,74.2,0.0,80.1,325.8,3.5,1.0,-5.3,0,01-23
2022-01-24,manisa-alasehir,5,2,-3.4,0.5,0.0,72.1,317.3,1.7,1.0,-6.0,0,01-24
2022-01-25,manisa-alasehir,5,3,0.0,100.0,0.0,50.4,26.0,1.3,1.0,0.0,0,01-25
2022-01-26,manisa-alasehir,11,1,-0.4,93.6,0.0,63.7,314.9,1.8,1.0,-2.6,0,01-26
2022-01-27,manisa-alasehir,2,2,-3.9,1.4,0.0,80.8,297.8,2.1,1.0,-7.1,0,01-27
2022-01-28,manisa-alasehir,4,2,-0.9,0.2,0.0,75.4,307.5,0.9,1.0,-0.9,0,01-28
2022-01-29,manisa-alasehir,4,1,0.6,2.4,0.0,73.9,161.9,1.2,1.0,0.6,0,01-29
2022-01-30,manisa-alasehir,3,2,3.0,28.2,0.0,65.9,162.3,1.3,1.0,3.0,0,01-30
2022-01-31,manisa-alasehir,2,4,4.7,98.7,0.0,94.5,342.7,0.9,1.0,4.7,0,01-31
2022-02-01,manisa-alasehir,7,0,2.3,52.1,0.0,82.7,164.3,1.1,1.0,2.3,0,02-01
2022-02-02,manisa-alasehir,10,1,9.6,97.3,0.0,76.8,113.5,2.6,1.0,8.2,0,02-02
2022-02-03,manisa-alasehir,6,2,10.0,99.7,0.0,80.6,135.4,3.1,52.4,10.0,0,02-03
2022-02-04,manisa-alasehir,28,2,4.8,100.0,0.0,89.7,302.5,3.1,1.0,2.2,0,02-04
2022-02-05,manisa-alasehir,9,0,1.1,0.0,0.0,75.7,313.6,1.2,1.0,1.1,0,02-05
2022-02-06,manisa-alasehir,24,0,5.2,14.0,0.0,64.8,214.8,0.1,1.0,5.2,0,02-06
2022-02-07,manisa-alasehir,11,0,6.1,0.0,0.0,64.0,179.9,1.0,1.0,6.1,0,02-07
2022-02-08,manisa-alasehir,5,0,10.4,99.4,0.0,86.5,136.4,3.3,1.0,10.4,0,02-08
2022-02-09,manisa-alasehir,6,0,3.3,97.1,0.0,93.8,303.0,2.7,1.0,0.7,0,02-09
2022-02-10,manisa-alasehir,7,0,0.3,14.7,0.0,74.8,308.1,2.1,1.0,-2.2,0,02-10
2022-02-11,manisa-alasehir,8,2,5.2,0.0,0.0,58.6,133.6,0.5,1.0,5.2,0,02-11
2022-02-12,manisa-alasehir,2,0,6.8,0.0,0.0,71.1,161.1,1.2,1.0,6.8,0,02-12
2022-02-13,manisa-alasehir,6,2,8.8,40.5,0.0,67.3,272.9,0.5,1.0,8.8,0,02-13
2022-02-14,manisa-alasehir,5,0,4.0,6.7,0.0,89.7,296.9,1.3,1.0,4.0,0,02-14
2022-02-15,manisa-alasehir,8,1,4.1,2.2,0.0,83.7,316.5,0.9,1.0,4.1,0,02-15
2022-02-16,manisa-alasehir,5,0,5.7,0.0,0.0,67.5,207.2,0.4,1.0,5.7,0,02-16
2022-02-17,manisa-alasehir,11,3,8.1,48.8,0.0,64.0,153.4,1.1,1.0,8.1,0,02-17
2022-02-18,manisa-alasehir,7,0,6.4,0.1,0.0,94.6,172.0,0.6,1.0,6.4,0,02-18
2022-02-19,manisa-alasehir,9,0,2.6,0.6,0.0,95.1,346.6,1.9,1.0,0.8,0,02-19
2022-02-20,manisa-alasehir,4,3,6.4,11.6,0.0,59.4,163.2,1.5,1.0,5.6,0,02-20
2022-02-21,manisa-alasehir,2,2,8.8,74.6,0.0,87.8,194.7,0.8,1.0,8.8,0,02-21
2022-02-22,manisa-alasehir,2,5,11.3,45.0,0.0,90.8,118.4,1.5,1.0,11.5,0,02-22
2022-02-23,manisa-alasehir,1,1,11.4,64.4,0.0,85.4,152.4,1.2,4.5,11.5,0,02-23
2022-02-24,manisa-alasehir,10,2,9.3,99.7,0.0,92.1,312.2,1.3,4.3,9.3,0,02-24
2022-02-25,manisa-alasehir,3,1,5.8,100.0,0.0,85.4,302.1,2.9,1.0,3.5,0,02-25
2022-02-26,manisa-alasehir,3,0,3.7,14.4,0.0,88.8,295.1,1.6,1.0,2.3,0,02-26
2022-02-27,manisa-alasehir,4,1,7.9,60.7,0.0,81.6,261.7,0.2,1.0,7.9,0,02-27
2022-02-28,manisa-alasehir,9,4,11.1,99.5,0.0,75.6,119.3,2.0,1.0,11.1,0,02-28
2022-03-01,manisa-alasehir,1,0,6.1,83.1,0.0,86.1,329.0,1.2,1.0,6.1,0,03-01
2022-03-02,manisa-alasehir,17,5,6.5,99.9,0.0,85.1,327.0,1.9,1.0,5.2,0,03-02
2022-03-03,manisa-alasehir,10,2,3.9,100.0,0.0,91.7,311.5,4.1,1.0,0.4,0,03-03
2022-03-04,manisa-alasehir,19,7,1.3,1.7,0.0,76.6,208.7,0.2,1.0,1.3,0,03-04
2022-03-05,manisa-alasehir,6,0,3.6,47.4,0.0,77.3,157.3,0.9,1.0,3.6,0,03-05
2022-03-06,manisa-alasehir,18,3,7.3,98.0,0.0,91.9,135.5,1.5,1.0,6.6,0,03-06
2022-03-07,manisa-alasehir,7,4,7.7,81.3,0.0,100.0,178.3,1.3,1.0,7.7,0,03-07
2022-03-08,manisa-alasehir,5,0,7.1,43.6,0.0,91.5,316.7,1.1,1.0,7.1,0,03-08
2022-03-09,manisa-alasehir,6,0,7.2,100.0,0.0,93.3,331.9,2.1,5.0,5.8,0,03-09
2022-03-10,manisa-alasehir,2,0,4.9,77.6,0.0,67.9,339.9,1.5,1.0,3.9,0,03-10
2022-03-11,manisa-alasehir,10,1,0.8,30.6,0.0,70.6,316.7,4.2,1.0,-3.4,0,03-11
2022-03-12,manisa-alasehir,5,2,-3.2,0.8,0.0,74.5,308.0,2.1,1.0,-6.3,0,03-12
2022-03-13,manisa-alasehir,5,0,-3.0,6.1,0.0,64.6,300.6,2.1,1.0,-6.2,0,03-13
2022-03-14,manisa-alasehir,3,3,-0.5,0.0,0.0,65.6,311.6,1.8,1.0,-2.7,0,03-14
2022-03-15,manisa-alasehir,11,1,0.5,0.0,0.0,65.1,304.9,1.6,1.0,-1.4,0,03-15
2022-03-16,manisa-alasehir,2,2,2.1,3.0,0.0,74.2,279.3,1.4,1.0,0.8,0,03-16
2022-03-17,manisa-alasehir,4,1,4.0,84.5,0.0,68.8,152.0,0.9,1.0,4.0,0,03-17
2022-03-18,manisa-alasehir,6,1,3.2,52.8,0.0,89.6,311.2,2.1,1.0,1.1,0,03-18
2022-03-19,manisa-alasehir,10,2,-1.0,1.5,0.0,63.2,330.5,2.5,1.0,-4.3,0,03-19
2022-03-20,manisa-alasehir,8,3,-1.2,0.0,0.0,69.7,309.2,1.8,1.0,-3.6,0,03-20
2022-03-21,manisa-alasehir,9,2,0.4,0.0,0.0,64.6,316.4,1.3,1.0,0.4,0,03-21
2022-03-22,manisa-alasehir,6,1,1.7,0.0,0.0,60.3,300.6,1.4,1.0,0.3,0,03-22
2022-03-23,manisa-alasehir,5,1,4.1,0.4,0.0,49.6,357.6,1.1,1.0,4.1,0,03-23
2022-03-24,manisa-alasehir,2,1,4.0,29.2,0.0,76.6,293.6,2.4,1.0,1.9,0,03-24
2022-03-25,manisa-alasehir,2,3,3.4,0.0,0.0,60.2,307.0,1.8,1.0,1.8,0,03-25
2022-03-26,manisa-alasehir,6,1,7.2,0.6,0.0,90.4,221.8,0.5,1.0,7.2,0,03-26
2022-03-27,manisa-alasehir,2,0,6.0,0.0,0.0,67.8,307.5,1.1,1.0,6.0,0,03-27
2022-03-28,manisa-alasehir,6,4,10.2,0.0,0.0,49.1,287.5,0.6,1.0,10.2,0,03-28
2022-03-29,manisa-alasehir,2,2,11.9,90.7,0.0,63.4,261.8,0.6,1.0,11.9,0,03-29
2022-03-30,manisa-alasehir,7,1,8.6,0.0,0.0,80.5,167.3,1.2,1.0,8.6,0,03-30
2022-03-31,manisa-alasehir,7,2,9.3,49.5,0.0,97.0,197.0,0.9,1.0,9.3,0,03-31
2022-04-01,manisa-alasehir,4,0,16.0,84.8,0.0,46.1,161.4,1.6,1.0,14.5,0,04-01
2022-04-02,manisa-alasehir,6,3,17.4,43.3,0.0,27.8,151.6,2.2,1.0,14.1,0,04-02
2022-04-03,manisa-alasehir,3,2,13.2,0.0,0.0,55.5,120.7,1.3,1.0,12.6,0,04-03
2022-04-04,manisa-alasehir,6,0,13.1,24.7,0.0,50.8,158.0,0.6,1.0,12.7,0,04-04
2022-04-05,manisa-alasehir,10,0,13.6,65.1,0.0,69.1,161.4,0.6,1.0,13.9,0,04-05
2022-04-06,manisa-alasehir,33,1,14.1,0.0,0.0,72.3,301.6,1.0,1.0,14.3,0,04-06
2022-04-07,manisa-alasehir,8,2,14.0,6.5,0.0,71.9,279.2,0.5,1.0,14.5,0,04-07
2022-04-08,manisa-alasehir,4,1,13.5,0.3,0.0,83.5,205.7,1.0,1.0,14.0,0,04-08
2022-04-09,manisa-alasehir,4,0,13.0,0.0,0.0,78.3,192.7,0.2,1.0,13.8,0,04-09
2022-04-10,manisa-alasehir,7,0,17.3,82.6,0.0,52.7,134.0,0.3,1.0,17.2,0,04-10
2022-04-11,manisa-alasehir,6,0,14.7,24.7,0.0,51.3,154.5,2.1,1.0,13.6,0,04-11
2022-04-12,manisa-alasehir,4,2,5.8,22.1,0.0,75.5,301.7,2.8,1.0,3.5,0,04-12
2022-04-13,manisa-alasehir,3,2,7.2,0.0,0.0,61.7,317.5,1.7,1.0,6.2,0,04-13
2022-04-14,manisa-alasehir,9,3,8.0,0.0,0.0,55.0,303.3,1.4,1.0,7.4,0,04-14
2022-04-15,manisa-alasehir,5,3,10.8,0.0,0.0,55.9,301.4,1.5,1.0,10.7,0,04-15
2022-04-16,manisa-alasehir,4,1,15.5,48.6,0.0,48.8,253.1,0.6,1.0,14.8,0,04-16
2022-04-17,manisa-alasehir,7,1,16.7,30.1,0.0,54.1,297.5,0.9,1.0,16.1,0,04-17
2022-04-18,manisa-alasehir,5,1,14.0,5.7,0.0,92.6,157.0,0.8,1.0,15.1,0,04-18
2022-04-19,manisa-alasehir,6,1,9.8,56.7,0.0,90.2,339.8,0.9,1.0,9.8,0,04-19
2022-04-20,manisa-alasehir,13,1,9.9,38.0,0.0,77.0,358.5,1.0,1.0,9.9,0,04-20
2022-04-21,manisa-alasehir,2,0,9.9,0.0,0.0,77.2,223.7,0.9,1.0,9.9,0,04-21
2022-04-22,manisa-alasehir,3,0,14.5,0.0,0.0,59.5,309.9,0.5,1.0,14.5,0,04-22
2022-04-23,manisa-alasehir,9,0,16.3,5.6,0.0,74.6,252.9,1.3,1.0,16.7,1,04-23
2022-04-24,manisa-alasehir,3,1,16.0,0.0,0.0,63.3,273.6,1.0,1.0,15.9,0,04-24
2022-04-25,manisa-alasehir,2,0,17.1,0.0,0.0,61.4,285.6,0.9,1.0,16.9,0,04-25
2022-04-26,manisa-alasehir,4,1,16.4,0.0,0.0,57.7,282.2,0.9,1.0,15.9,0,04-26
2022-04-27,manisa-alasehir,10,3,18.9,49.5,0.0,48.9,302.3,1.6,1.0,17.2,0,04-27
2022-04-28,manisa-alasehir,2,0,18.3,0.0,0.0,52.8,314.4,1.9,1.0,16.9,0,04-28
2022-04-29,manisa-alasehir,5,0,19.1,10.3,0.0,59.7,306.7,1.7,1.0,18.4,0,04-29
2022-04-30,manisa-alasehir,5,0,17.5,98.0,0.0,85.0,24.9,0.6,93.1,19.3,0,04-30
2022-05-01,manisa-alasehir,8,0,15.2,16.7,0.0,81.1,301.3,2.2,1.0,15.5,1,05-01
2022-05-02,manisa-alasehir,13,0,15.1,50.0,0.0,71.6,309.3,1.5,25.0,15.1,1,05-02
2022-05-03,manisa-alasehir,8,2,15.6,49.7,0.0,92.5,200.4,0.8,1.0,17.2,1,05-03
2022-05-04,manisa-alasehir,4,0,15.2,96.2,0.0,84.1,323.4,2.3,1.0,15.6,1,05-04
2022-05-05,manisa-alasehir,5,0,11.1,10.8,0.0,69.3,303.9,3.0,1.0,10.9,0,05-05
2022-05-06,manisa-alasehir,10,0,13.0,0.0,0.0,64.0,316.0,1.8,1.0,12.6,0,05-06
2022-05-07,manisa-alasehir,5,2,13.4,49.8,0.0,55.3,313.3,1.0,1.0,13.0,0,05-07
2022-05-08,manisa-alasehir,6,0,14.8,31.4,0.0,71.7,313.7,1.5,1.0,14.8,0,05-08
2022-05-09,manisa-alasehir,6,0,16.3,9.0,0.0,61.3,300.7,1.7,1.0,15.7,0,05-09
2022-05-10,manisa-alasehir,6,0,16.1,0.0,0.0,57.8,315.8,1.9,1.0,15.2,0,05-10
2022-05-11,manisa-alasehir,5,0,16.9,18.2,0.0,61.8,293.1,1.0,1.0,16.8,0,05-11
2022-05-12,manisa-alasehir,3,2,14.8,0.1,0.0,75.8,285.7,1.5,1.0,15.0,0,05-12
2022-05-13,manisa-alasehir,6,0,17.9,37.6,0.0,49.5,286.8,0.9,1.0,16.9,0,05-13
2022-05-14,manisa-alasehir,12,0,17.4,3.8,0.0,78.2,183.1,0.1,1.0,19.9,0,05-14
2022-05-15,manisa-alasehir,13,1,18.3,21.9,0.0,50.4,293.7,1.6,6.6,16.9,0,05-15
2022-05-16,manisa-alasehir,6,0,19.6,0.4,0.0,59.4,300.3,1.7,1.0,18.9,0,05-16
2022-05-17,manisa-alasehir,3,0,19.3,2.1,0.0,65.2,297.2,1.2,1.0,19.4,0,05-17
2022-05-18,manisa-alasehir,6,2,20.5,0.0,0.0,40.7,290.9,1.2,1.0,18.3,0,05-18
